nodeN=20;
edgeM=32;
K=8;
delta=[
[1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,],
[1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,],
[1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,],
[1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,],
[0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,],
[0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,],
[0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,],
[0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,],
[0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,],
[0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,],
[0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,],
[0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,],
[0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,],
[0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,],
[0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,],
[0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,],
[1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,],
[1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,],
[1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,],
[1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,],
[0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,],
[0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,],
[0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,],
[0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,],
[0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,],
[0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,],
[0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,],
[0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,],
[0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,],
[0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,],
[0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,],
[0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,],
];
